col,word,df,tf
2632,reve1uv,2,2
2633,reveal,3,3
2634,revealed,4,4
2635,reveluv,5,6
2636,revenue,15,16
2637,reverxe,3,3
2638,revista,3,3
2639,rhythm,3,3
2640,ri,3,3
2641,riaa,2,2
2642,riaj,3,4
2643,rice,2,2
2644,right,7,7
2645,riize,46,52
2646,riizing,7,8
2647,rio,3,4
2648,rises,2,2
2649,rising,6,6
2650,riuh,2,2
2651,rm,8,8
2652,road,3,4
2653,robot,4,4
2654,roche,2,2
2655,rock,11,12
2656,rockation,9,10
2657,rocket,3,3
2658,roirom,2,2
2659,role,7,7
2660,roles,4,4
2661,rolling,3,3
2662,rolls,6,6
2663,romance,5,5
2664,romantic,2,2
2665,rookie,12,12
2666,room,10,10
2667,roommate,2,2
2668,rose,7,7
2669,roster,3,3
2670,rosé,3,3
2671,rouge,3,3
2672,rough,2,2
2673,roughly,20,20
2674,round,6,6
2675,roy,6,6
2676,royrose,3,3
2677,ru,23,23
2678,rubi,7,7
2679,rude,5,5
2680,rui,2,2
2681,rumors,5,5
2682,run,21,23
2683,runaway,2,2
2684,runner,2,2
2685,running,7,7
2686,runs,5,5
2687,rush,12,12
2688,ryo,2,2
2689,ryu,2,2
2690,ryujin,2,2
2691,rápidamente,2,2
2692,r석,3,3
2693,s2u,3,3
2694,sae,5,5
2695,saint,3,3
2696,saitama,2,2
2697,saldaga,2,2
2698,sale,11,11
2699,sales,49,53
2700,sambil,2,2
2701,samsung,5,5
2702,san,2,2
2703,sana,2,2
2704,sang,3,3
2705,santiago,3,3
2706,satisfaction,3,3
2707,satu,2,2
2708,sau,2,2
2709,savage,3,4
2710,save,2,2
2711,saw,6,6
2712,say,8,8
2713,saying,4,4
2714,sbs,121,126
2715,sbs뉴스,3,3
2716,scale,2,2
2717,scalped,2,2
2718,scandal,3,3
2719,scenario,3,3
2720,scene,6,6
2721,scenedrome,2,2
2722,scenes,2,2
2723,schedule,3,3
2724,scheduled,6,6
2725,school,7,7
2726,scored,4,4
2727,scouts,2,2
2728,screen,3,3
2729,screenx,3,3
2730,sdgs,2,2
2731,sea,3,3
2732,search,6,6
2733,searched,2,2
2734,season,6,6
2735,seasons,3,3
2736,seat,3,3
2737,seats,9,10
2738,sechskies,6,7
2739,seconds,2,2
2740,secret,8,8
2741,sector,3,3
2742,secured,4,4
2743,securities,3,3
2744,see,2,2
2745,seezn,2,2
2746,seguidores,3,3
2747,seguros,5,5
2748,sejong,2,2
2749,sekai,2,2
2750,selected,9,9
2751,selection,3,3
2752,selena,2,2
2753,self,8,10
2754,sell,4,4
2755,seller,4,4
2756,sellers,2,2
2757,selling,23,24
2758,sellout,4,4
2759,sellouts,6,6
2760,senka,3,3
2761,seo,4,4
2762,seojin,3,3
2763,seok,2,2
2764,seolleongtang,2,2
2765,seoul,99,105
2766,sep,2,2
2767,separate,6,6
2768,separately,3,3
2769,sept,29,30
2770,september,11,12
2771,serenade,8,8
2772,serenades,6,6
2773,series,15,15
2774,served,3,3
2775,server,2,2
2776,service,3,3
2777,sessions,3,3
2778,set,14,14
2779,setlist,3,3
2780,seulgi,5,5
2781,seung,6,6
2782,seven,7,7
2783,seventeen,26,30
2784,seventeenth,6,6
2785,sg,2,3
2786,sg워너비,23,23
2787,share,2,2
2788,sharing,3,3
2789,sheep,2,2
2790,shift,2,2
2791,shin,3,3
2792,shinee,19,24
2793,shinhan,4,4
2794,shock,2,2
2795,shop,7,7
2796,shopee,9,9
2797,show,97,103
2798,show5,5,5
2799,showcase,6,6
2800,showing,20,20
2801,shows,47,55
2802,showtime,3,3
2803,shy,5,5
2804,side,3,3
2805,sign,3,3
2806,signed,9,9
2807,significant,2,2
2808,signing,2,2
2809,silver,2,2
2810,simon,2,2
2811,simple,2,2
2812,simulcast,3,3
2813,simultaneous,3,3
2814,sina,2,2
2815,singapore,16,17
2816,singer,27,28
2817,singers,4,4
2818,singing,3,3
2819,single,56,59
2820,singles,23,27
2821,sisters,2,2
2822,site,18,18
2823,sites,2,2
2824,six,16,16
2825,sk,7,7
2826,skibidi,2,2
2827,skincare,4,4
2828,sky,7,7
2829,skz,3,3
2830,sk텔레콤,2,2
2831,slam,2,2
2832,slip,2,2
2833,slow,2,2
2834,sm,32,35
2835,small,3,3
2836,smart,3,3
2837,smartphone,3,3
2838,smile,3,3
2839,smiley,4,5
2840,smoke,3,3
2841,smtown,7,7
2842,sm엔터테인먼트,38,38
2843,sneakers,2,2
2844,snl,4,4
2845,snow,6,7
2846,sns,42,43
2847,social,6,6
2848,society,4,4
2849,sofi,2,2
2850,soft,2,2
2851,soju,5,6
2852,sol,5,5
2853,sold,165,201
2854,solo,68,75
2855,soloist,2,2
2856,sol페,2,2
2857,something,2,2
2858,sone,2,3
2859,song,54,60
2860,songs,25,26
2861,sonic,4,4
2862,sony,4,4
2863,soon,3,3
2864,sorry,5,9
2865,soul,19,20
2866,sound,3,3
2867,soundtrack,2,2
2868,sour,2,2
2869,south,36,36
2870,southeast,15,16
2871,space,3,3
2872,spanish,9,10
2873,spanned,2,2
2874,spanning,10,10
2875,spans,7,7
2876,spark,2,2
2877,speak,4,4
2878,speaking,2,2
2879,special,15,16
2880,specific,2,2
2881,specifically,12,12
2882,spectators,5,5
2883,speed,3,3
2884,spice,3,3
2885,spill,2,2
2886,spillover,11,11
2887,split,2,2
2888,sport,2,2
2889,sports,7,7
2890,spot,12,12
2891,spotify,18,20
2892,spotlight,2,2
2893,spring,5,5
2894,sprite,6,6
2895,sprx,3,3
2896,spur,2,2
2897,square,5,5
2898,sserafim,38,38
2899,sseudam,2,4
2900,stade,2,2
2901,stadium,35,47
2902,stadiums,2,2
2903,staff,3,3
2904,stage,22,23
2905,staged,3,3
2906,stanbul,2,2
2907,standard,6,6
2908,standing,3,3
2909,star,39,40
2910,stardust,2,2
2911,stars,7,7
2912,start,5,5
2913,started,2,2
2914,starting,6,6
2915,states,3,3
2916,stating,2,2
2917,station,2,2
2918,status,6,6
2919,stay,29,30
2920,stayc,43,46
2921,stayed,3,3
2922,stayreal,3,3
2923,stereotype,4,4
2924,stock,3,3
2925,stone,5,5
2926,stop,15,15
2927,stopped,2,2
2928,stops,15,15
2929,store,9,9
2930,stores,4,4
2931,story,12,12
2932,strawberry,4,4
2933,stray,37,42
2934,straycity,2,2
2935,streamable,2,2
2936,streamed,3,3
2937,streaming,15,16
2938,streams,11,14
2939,street,2,2
2940,strength,2,2
2941,strong,12,12
2942,structure,2,2
2943,students,2,2
2944,studio,10,10
2945,study,2,2
2946,style,11,11
2947,styling,2,2
2948,stylish,3,3
2949,sub,3,4
2950,subdomain,3,3
2951,subscribers,9,11
2952,subsequent,2,2
2953,success,2,2
2954,successful,2,2
2955,sud,2,3
2956,suddenly,4,4
2957,sugar,3,3
2958,suho,2,2
2959,suite,3,3
2960,suk,4,4
2961,sukses,2,2
2962,summer,29,30
2963,summit,2,2
2964,sun,6,7
2965,sung,7,7
2966,sunlight,2,2
2967,sunrise,2,2
2968,sunsilk,2,2
2969,super,42,48
2970,supernova,5,5
2971,supersonic,4,4
2972,superstar,2,2
2973,support,12,12
2974,supported,2,2
2975,supporting,9,9
2976,supra,2,2
2977,surcoreano,2,3
2978,surfin,3,3
2979,surpass,2,2
2980,surpassed,10,10
2981,surpassing,9,9
2982,surprise,3,3
2983,survey,2,2
2984,sustained,23,23
2985,sustaining,2,2
2986,swag,6,6
2987,sweat,5,5
2988,sweeping,2,2
2989,sweet,3,3
2990,swift,2,3
2991,switched,2,2
2992,swith,8,8
2993,symphony,2,2
2994,syndrome,2,2
2995,synk,7,7
2996,syria,2,2
2997,sân,3,3
2998,sẻ,2,2
2999,số,2,2
3000,tabloid,2,2
3001,tae,2,2
3002,taeyeon,4,4
3003,tai,2,2
3004,taiji,2,2
3005,taipei,14,16
3006,taiwan,14,18
3007,tak,13,13
3008,take,6,6
3009,takedown,2,2
3010,talk,6,7
3011,tang,5,6
3012,targeting,3,3
3013,taste,2,2
3014,tay,2,2
3015,taylor,2,2
3016,tbs,4,4
3017,tea,3,3
3018,team,9,9
3019,tears,5,5
3020,teaser,2,2
3021,teddy,6,6
3022,teen,4,4
3023,teenfresh,4,4
3024,telecom,4,4
3025,television,2,2
3026,tempo,3,3
3027,temptation,2,2
3028,ten,16,16
3029,tencent,5,5
3030,teo,4,4
3031,terlihat,2,2
3032,term,6,6
3033,tero,2,2
3034,th,11,11
3035,thai,3,3
3036,thailand,17,18
3037,thaiticketmajor,2,2
3038,thanked,2,2
3039,theater,3,3
3040,theaters,3,3
3041,theatre,6,6
3042,theme,2,3
3043,themed,2,2
3044,theo,6,6
3045,theory,4,4
3046,things,2,2
3047,thành,2,2
3048,ticc,3,3
3049,ticket,30,31
3050,ticketing,14,15
3051,ticketmaster,2,2
3052,tickets,42,44
3053,tied,12,12
3054,tier,2,2
3055,tiered,4,4
3056,tiers,3,3
3057,ties,2,2
3058,tiket,3,3
3059,tiktok,2,2
3060,tima,2,2
3061,time,58,58
3062,timed,6,6
3063,timeless,4,4
3064,times,19,19
3065,tiny,4,5
3066,title,6,6
3067,titled,4,4
3068,tiên,2,2
3069,tiếng,2,2
3070,tmelive,4,4
3071,tnn,2,2
3072,toc,2,6
3073,tod,2,2
3074,together,13,13
3075,tokyo,37,39
3076,told,2,2
3077,tomboy,4,4
3078,tomorrow,6,6
3079,tonight,3,3
3080,top,50,60
3081,top100,2,2
3082,topic,5,5
3083,topped,24,24
3084,topping,4,4
3085,total,34,35
3086,touch,3,3
3087,tour,237,276
3088,toured,3,3
3089,touring,9,9
3090,tourism,14,17
3091,tours,8,8
3092,town,3,4
3093,toàn,2,2
3094,track,19,20
3095,tracked,15,15
3096,tracking,3,3
3097,tracks,9,9
3098,tradition,2,2
3099,trafalgar,2,2
3100,trailing,2,2
3101,transaction,2,2
3102,travel,8,8
3103,trax,2,2
3104,treasure,3,3
3105,treatment,2,2
3106,tree,2,2
3107,trending,3,3
3108,tres,2,2
3109,triple,4,4
3110,triệu,3,3
3111,trophies,3,3
3112,trophy,3,3
3113,trot,18,23
3114,true,4,4
3115,trust,4,5
3116,truyền,2,2
3117,trí,3,3
3118,tuned,7,7
3119,tunnel,3,3
3120,turkey,5,5
3121,tuổi,2,2
3122,tv,47,48
3123,tving,6,7
3124,tvn,72,76
3125,tvxq,9,10
3126,tv광,3,3
3127,tv아사히,2,2
3128,tv조선,11,11
3129,twenty,2,2
3130,twice,76,85
3131,twitter,2,2
3132,txt,2,2
3133,tình,2,2
3134,türk,2,2
3135,türkiye,3,3
3136,tương,2,2
3137,t가,2,2
3138,t는,5,5
3139,t와,2,2
3140,t의,2,2
3141,uaena,2,2
3142,ugg,2,2
3143,uiq,3,3
3144,uk,4,4
3145,ultra,3,3
3146,umbrella,2,2
3147,underprivileged,2,2
3148,underwater,2,2
3149,undivided,2,2
3150,unesco,2,2
3151,unforgiven,5,5
3152,unicef,5,5
3153,union,2,2
3154,uniqlo,2,2
3155,unit,5,6
3156,united,4,4
3157,units,8,12
3158,universe,11,11
3159,university,8,9
3160,uno,4,4
3161,unusually,3,3
3162,unveiled,3,3
3163,unwritten,3,3
3164,uob,3,3
3165,upcoming,2,2
3166,update,2,2
3167,updates,2,2
3168,ur,3,3
3169,url,5,5
3170,us,45,46
3171,usa,2,2
3172,usd,3,3
3173,used,6,6
3174,user,2,2
3175,users,3,3
3176,using,2,2
3177,uta,2,2
3178,uv,3,3
3179,vacation,4,4
3180,valenti,3,3
3181,valentine,8,8
3182,value,4,4
3183,vans,4,4
3184,vegas,3,3
3185,velvet,29,33
3186,venta,3,3
3187,venue,16,17
3188,venues,4,4
3189,ver,2,2
3190,vernon,2,2
3191,verse,5,5
3192,version,5,5
3193,vertical,3,3
3194,veteran,3,3
3195,victims,5,6
3196,video,20,21
3197,videos,5,6
3198,vietnam,2,2
3199,viewer,2,2
3200,viewers,3,3
3201,viewership,3,3
3202,views,12,16
3203,violence,2,2
3204,vip,12,12
3205,viral,6,6
3206,virtual,4,5
3207,visibility,3,3
3208,visible,2,2
3209,vision,8,8
3210,visit,7,8
3211,visited,2,2
3212,visual,3,3
3213,visuals,2,2
3214,viña,2,2
3215,việt,13,13
3216,vlog,2,2
3217,vmas,2,2
3218,vn,10,10
3219,vocal,4,4
3220,vocalist,2,2
3221,vogue,2,2
3222,voice,10,10
3223,vol,5,5
3224,vote,4,4
3225,voted,2,2
3226,votes,3,3
3227,voting,3,4
3228,voyage,7,7
3229,vr,7,10
3230,vs,2,2
3231,vuitton,9,9
3232,vulnerable,5,5
3233,vvip,2,2
3234,vé,5,6
3235,waiting,2,2
3236,walk,3,3
3237,walking,2,2
3238,wall,4,4
3239,wanna,23,25
3240,wannabe,3,3
3241,want,9,9
3242,wanted,3,3
3243,war,4,4
3244,warner,3,3
3245,warnet,2,2
3246,water,3,3
3247,waterbomb,5,5
3248,wave,11,11
3249,wavve,2,2
3250,waw,2,3
3251,way,8,8
3252,wayfarer,2,2
3253,wayv,5,7
3254,wearing,3,3
3255,webfetch,2,2
3256,week,30,36
3257,weekly,24,24
3258,weeks,22,24
3259,wego,3,4
3260,welcome,5,5
3261,welfare,5,5
3262,wendy,2,2
3263,went,2,2
3264,west,2,2
3265,weverse,11,11
3266,wheein,2,2
3267,whiplash,3,3
3268,white,8,10
3269,whose,5,5
3270,wide,4,4
3271,widely,2,2
3272,wikipedia,2,2
3273,wild,5,5
3274,wildfire,10,11
3275,win,7,7
3276,windows,2,2
3277,winning,2,2
3278,wins,7,7
3279,winter,14,14
3280,wish,11,12
3281,withc,2,2
3282,wm엔터테인먼트,3,3
3283,wolf,2,2
3284,wolipop,3,3
3285,woman,5,5
3286,women,2,2
3287,won,69,79
3288,woo,4,4
3289,woong,6,6
3290,words,3,3
3291,work,6,6
3292,workplace,2,2
3293,works,2,2
3294,world,185,199
3295,worldwide,11,11
3296,worth,4,4
3297,wowow,2,2
3298,wpma,2,2
3299,wrapped,2,2
3300,wsg워너비,2,2
3301,x,2,2
3302,xe,2,2
3303,xix,2,2
3304,xo,3,3
3305,xx,4,4
3306,yahoo,2,2
3307,yb,15,16
3308,ybeez,2,2
3309,ye,2,2
3310,year,56,60
3311,years,63,65
3312,yellow,5,5
3313,yellowkies,2,3
3314,yena,17,21
3315,yeol,2,2
3316,yeon,3,3
3317,yeri,3,3
3318,yes,2,2
3319,yes24,2,2
3320,yg,13,15
3321,yg엔터테인먼트,6,6
3322,yo,3,3
3323,yokohama,4,5
3324,yong,9,9
3325,yonsei,4,4
3326,yoo,2,2
3327,yoon,6,6
3328,york,12,12
3329,young,30,31
3330,younger,4,5
3331,youngone,3,3
3332,youngtak,4,4
3333,younha,2,2
3334,yourself,7,11
3335,youth,9,10
3336,youtube,18,18
3337,ysl,4,4
3338,yunjin,2,2
3339,zepp,6,6
3340,zero,6,6
3341,zhidao,2,2
3342,zhum,3,3
3343,zico,15,15
3344,zion,18,18
3345,zone,2,2
3346,zzinbombting,2,2
3347,übermensch,10,10
3348,đang,2,2
3349,đêm,2,2
3350,đình,2,2
3351,đầu,4,4
3352,đến,5,5
3353,đồng,3,4
3354,şarkıcı,2,2
3355,альбомом,2,2
3356,аналогов,2,2
3357,билеты,2,2
3358,были,3,3
3359,возглавили,2,2
3360,вошли,2,2
3361,всего,2,2
3362,всех,2,2
3363,года,3,4
3364,гонконге,2,2
3365,городах,2,2
3366,группой,2,2
3367,группы,7,7
3368,два,2,2
3369,дебют,2,2
3370,дебюта,3,3
3371,дебютировали,2,2
3372,день,2,2
3373,зрителей,6,6
3374,имеющий,2,2
3375,исполнители,3,3
3376,историю,3,3
3377,клип,2,2
3378,концерт,3,3
3379,концерта,2,2
3380,концертов,3,3
3381,концерты,2,2
3382,которые,4,4
3383,месте,2,2
3384,миллиарда,2,2
3385,миллионов,3,4
3386,мире,2,2
3387,мировой,2,2
3388,момента,2,2
3389,новым,2,2
3390,общей,2,2
3391,объявили,2,2
3392,одной,2,2
3393,около,4,4
3394,первом,3,3
3395,первые,5,5
3396,первый,2,2
3397,первым,3,3
3398,подряд,2,2
3399,поклонники,2,2
3400,просмотров,3,3
3401,пяти,2,2
3402,рекорд,2,2
3403,седьмой,2,2
3404,сложности,2,2
3405,собрали,2,2
3406,стал,5,5
3407,тур,4,4
3408,тура,3,3
3409,тысяч,4,4
3410,участников,2,2
3411,участницы,2,2
3412,фанаты,3,3
3413,фестиваль,2,2
3414,чарте,2,3
3415,чарты,2,2
3416,честь,2,2
3417,шоу,3,3
3418,ก,7,8
3419,กคร,2,2
3420,กร,4,4
3421,กล,2,3
3422,การแสดง,4,4
3423,ค,5,5
3424,คอน,2,2
3425,คอนเส,4,4
3426,ง,9,10
3427,จำหน,3,3
3428,ช,3,3
3429,ด,5,5
3430,ดถ,2,2
3431,ต,7,9
3432,ตร,3,3
3433,ตำนาน,2,2
3434,ท,8,12
3435,ทะเล,2,2
3436,ทำ,3,4
3437,น,12,14
3438,นท,5,5
3439,บ,6,7
3440,บมา,2,3
3441,บโลก,2,2
3442,ป,6,9
3443,พ,4,4
3444,พวกเรา,3,3
3445,ฟ,2,3
3446,ม,4,4
3447,ย,4,4
3448,ยง,3,3
3449,ร,12,14
3450,รอบ,7,9
3451,ระด,2,3
3452,ล,4,4
3453,ลด,2,2
3454,ว,5,7
3455,วง,2,2
3456,วร,2,2
3457,ส,5,6
3458,สำหร,2,2
3459,หม,2,2
3460,หมดเกล,3,3
3461,อ,5,6
3462,อง,2,2
3463,อน,2,3
3464,า,2,2
3465,าชม,2,2
3466,าย,5,5
3467,เก,2,2
3468,เข,3,3
3469,เจอ,2,2
3470,เด,2,2
3471,เว,2,2
3472,เวท,4,4
3473,เอ,2,2
3474,แบรนด,2,2
3475,แฟน,5,5
3476,ไทย,6,6
3477,ảnh,5,6
3478,ủng,2,2
3479,あり,2,2
3480,でき,2,3
3481,アリーナ,2,2
3482,アーティスト,6,8
3483,グループ,4,4
3484,コンサート,2,2
3485,ショッピング,2,2
3486,スタジアム,4,4
3487,ステージ,4,4
3488,センセイ,2,2
3489,チケット,2,2
3490,ツアー,5,5
3491,テレビ,3,3
3492,デビュー,8,9
3493,ドーム,10,10
3494,バラエティ,2,2
3495,ファン,7,10
3496,プレミアム,2,2
3497,ペンライト,2,2
3498,マイ,2,2
3499,ユンナ,2,2
3500,ライブ,11,11
3501,レポート,7,7
3502,一個,2,2
3503,一緒,2,2
3504,一起,3,3
3505,世界,3,3
3506,中國,2,2
3507,亚洲,2,2
3508,会い,3,3
3509,会場,4,5
3510,作品,2,2
3511,來台,2,2
3512,偶像,2,2
3513,優先,4,4
3514,全場,3,3
3515,公售,3,3
3516,公演,18,18
3517,公開,2,2
3518,写真,2,2
3519,出演,4,4
3520,出道,3,3
3521,列表,2,2
3522,初日,2,2
3523,劇場,2,2
3524,動員,6,6
3525,動画,2,2
3526,包ま,2,2
3527,台北,2,2
3528,台灣,3,3
3529,史上,2,2
3530,同時,2,2
3531,君主,2,2
3532,吸引,3,3
3533,周年,5,5
3534,因為,2,2
3535,国立,3,4
3536,埋め,2,2
3537,奇摩,5,5
3538,奔跑,2,2
3539,女團,2,2
3540,女性,2,2
3541,始動,2,2
3542,威神,2,2
3543,娛樂,2,2
3544,媒體,2,2
3545,定師,2,2
3546,宣布,2,2
3547,少女,4,4
3548,年末,2,2
3549,幸せ,2,2
3550,座位表,4,4
3551,張藝興,2,2
3552,待っ,2,2
3553,感動,2,2
3554,感謝,4,4
3555,應援,3,3
3556,成功,2,2
3557,成員,2,2
3558,所属,2,2
3559,推出,2,2
3560,播放,2,2
3561,攻略,4,4
3562,文化,2,2
3563,文旅,2,2
3564,新浪,4,4
3565,新聞,7,7
3566,日テレ,2,2
3567,日本,15,17
3568,日産,3,3
3569,日間,2,2
3570,星聞,2,2
3571,映像,2,2
3572,春節,2,2
3573,時代,4,4
3574,晚會,2,2
3575,最多,2,2
3576,最新,2,2
3577,最速,2,2
3578,期待,2,2
3579,本当,2,2
3580,来日,3,3
3581,東京,10,10
3582,東方,8,8
3583,林口,2,2
3584,歌合,3,3
3585,歌手,4,4
3586,歌迷,3,3
3587,歓声,3,3
3588,決定,2,2
3589,活動,3,3
3590,海外,5,6
3591,演出,2,2
3592,演唱,14,14
3593,演歌,4,4
3594,熱気,2,2
3595,熱狂,2,2
3596,独占,2,2
3597,男性,3,3
3598,登場,2,2
3599,百度,6,6
3600,百科,6,6
3601,直接,2,2
3602,看到,3,4
3603,知恩,2,2
3604,神起,8,8
3605,突破,2,3
3606,競技,2,2
3607,粉絲,8,9
3608,紅白,4,4
3609,网易,3,3
3610,舉行,2,2
3611,舞台,2,2
3612,萬人,2,2
3613,葉舒華,2,2
3614,衛星,2,2
3615,観客,3,3
3616,記念,4,4
3617,購票,4,4
3618,赵容弼,2,2
3619,超话,3,3
3620,車勢,2,2
3621,迎え,2,2
3622,追加,2,2
3623,連結,4,4
3624,配信,2,2
3625,門票,3,3
3626,開催,9,9
3627,集まっ,2,2
3628,集結,2,2
3629,韓国,2,2
3630,韓國,2,3
3631,音乐,3,3
3632,音楽,4,4
3633,香港,10,10
3634,高雄,2,2
3635,黄色,2,2
3636,가격,25,25
3637,가격대,3,3
3638,가구,4,4
3639,가까,5,5
3640,가까운,3,3
3641,가끔씩,7,7
3642,가는,2,2
3643,가능,6,6
3644,가능성,2,2
3645,가능하도록,2,2
3646,가득,17,17
3647,가득한,4,4
3648,가든,5,5
3649,가량,2,2
3650,가면,5,5
3651,가명,2,2
3652,가사,12,12
3653,가상,4,4
3654,가석방,3,3
3655,가수,155,161
3656,가수들,7,8
3657,가수로,7,7
3658,가수상,2,2
3659,가슴,3,3
3660,가오슝,10,11
3661,가온,46,49
3662,가온차트,17,17
3663,가온차트뮤직어워드,2,2
3664,가요,7,7
3665,가요계,4,4
3666,가요대상,3,4
3667,가요대전,4,4
3668,가요대축제,2,2
3669,가요무대,2,2
3670,가요제,7,7
3671,가운데,8,8
3672,가을,8,10
3673,가이드,4,4
3674,가인,3,3
3675,가입,16,17
3676,가입비,4,4
3677,가입일로,3,3
3678,가입자,5,5
3679,가입제,2,2
3680,가입할,2,2
3681,가입해,3,3
3682,가장,50,53
3683,가정,9,9
3684,가제,2,2
3685,가졌,4,4
3686,가졌다,4,4
3687,가졌으,3,3
3688,가족,9,10
3689,가족돌봄아동,3,3
3690,가진,6,6
3691,가짜,2,2
3692,가창,4,4
3693,가창력,5,5
3694,가창해,3,3
3695,가처분,2,2
3696,가천대학교,2,2
3697,가치,12,12
3698,가황,2,2
3699,각각,41,41
3700,각국,2,2
3701,각별한,2,2
3702,각오,2,2
3703,각인,3,3
3704,각자,8,8
3705,각종,5,5
3706,각주,3,3
3707,각지,9,9
3708,간다,4,4
3709,간다리아시티몰,2,2
3710,간식,2,3
3711,간의,2,2
3712,간접,2,2
3713,갈등,3,3
3714,갈라,2,2
3715,감각,2,2
3716,감독,9,9
3717,감동,7,7
3718,감동받았다,2,2
3719,감동시켰다,2,2
3720,감동적인,3,3
3721,감동한,2,2
3722,감동했다,2,2
3723,감량,2,2
3724,감사,22,22
3725,감사패,2,2
3726,감사하,5,5
3727,감사하기,2,2
3728,감사합니,2,2
3729,감성,7,7
3730,감탄했다,2,2
3731,갑자기,3,3
3732,갓세븐,26,27
3733,강남,2,2
3734,강남구,6,8
3735,강남순,5,5
3736,강남스타일,29,31
3737,강다니엘,5,6
3738,강력한,6,6
3739,강렬한,2,2
3740,강릉,2,2
3741,강민경,5,5
3742,강민주,2,2
3743,강민혁,4,4
3744,강성훈,3,3
3745,강세,2,2
3746,강심장,2,2
3747,강원,10,10
3748,강자,3,3
3749,강점,2,2
3750,강조,4,4
3751,강조함,2,2
3752,강진,2,2
3753,강철부대,2,2
3754,강타,4,4
3755,강하게,5,5
3756,강한,14,14
3757,강화,4,4
3758,강화군,3,5
3759,강화하,2,2
3760,갖고,5,5
3761,갖는다,2,2
3762,갖추,2,2
3763,갖춘,3,3
3764,같다,4,4
3765,같았,2,2
3766,같은,80,80
3767,같이,3,3
3768,개그콘서트,4,4
3769,개런티,4,4
3770,개를,2,2
3771,개막,11,11
3772,개막공연,2,2
3773,개막식,12,12
3774,개막한,2,2
3775,개막해,2,2
3776,개발,2,2
3777,개방,3,3
3778,개별,12,12
3779,개별로,2,2
3780,개별적,2,2
3781,개봉,31,32
3782,개봉일,2,2
3783,개봉한,5,5
3784,개봉해,6,6
3785,개봉했으,6,6
3786,개사해,2,2
3787,개선,4,4
3788,개설,21,21
3789,개설되었으,3,3
3790,개설된,4,4
3791,개설해,6,6
3792,개설했,3,3
3793,개설했으,2,2
3794,개시,10,10
3795,개인,48,52
3796,개인사,2,2
3797,개인적,5,5
3798,개장,4,4
3799,개최,206,206
3800,개최되,6,6
3801,개최된,4,4
3802,개최지,4,4
3803,개최하,7,7
3804,개최한,6,6
3805,개최한다,25,25
3806,개최할,5,5
3807,개최함,3,3
3808,개최해,14,14
3809,개최해왔,2,2
3810,개최했,3,3
3811,개최했다,8,8
3812,개최했으,11,11
3813,개코,4,4
3814,개통,3,4
3815,객석,4,4
3816,갤러리,3,3
3817,갤럭시,7,9
3818,갤럭시코퍼레이션,4,4
3819,갤럽,2,2
3820,갤럽코리아,3,3
3821,갱신,5,5
3822,거대한,3,3
3823,거뒀,3,3
3824,거래,6,6
3825,거래되,4,4
3826,거래될,4,4
3827,거래액,2,3
3828,거리,2,2
3829,거미,18,20
3830,거슬러,3,3
3831,거야,2,2
3832,거의,6,6
3833,거점,2,2
3834,거제,11,12
3835,거제시,4,6
3836,거주,2,2
3837,거지,3,3
3838,거짓말,4,4
3839,거쳐,14,14
3840,거치,2,2
3841,걱정,2,2
3842,건강,5,5
3843,건강기능식품,3,3
3844,건강취약계층,2,2
3845,건강하,2,2
3846,건강한,2,2
3847,건립,4,4
3848,건을,16,16
3849,건의,3,3
3850,걸고,3,3
3851,걸그룹,93,101
3852,걸그룹이,2,2
3853,걸려,2,2
3854,걸맞,3,3
3855,걸스데,2,2
3856,걸스카우트,3,3
3857,걸쳐,14,14
3858,걸친,4,4
3859,걸프뉴스,2,2
3860,검색량,2,2
3861,검색어,3,3
3862,검토,3,3
3863,것과,3,3
3864,것에,5,5
3865,것으,59,59
3866,게릴라,2,2
3867,게스,6,8
3868,게스트,55,56
3869,게시,4,4
3870,게시글,2,2
3871,게시물,7,7
3872,게시판,4,5
3873,게시하,2,2
3874,게임,31,34
3875,게임업계,2,2
3876,게재,51,51
3877,게재하,2,2
3878,게재함,5,5
3879,게타,2,2
3880,겐과,2,2
3881,겨냥한,5,5
3882,겨냥해,2,2
3883,겨울,10,10
3884,격려,5,5
3885,견고한,3,3
3886,견뎌온,2,2
3887,견인,4,4
3888,견인하,3,3
3889,결과,11,11
3890,결국,4,4
3891,결별,2,2
3892,결성,9,10
3893,결성되었,2,2
3894,결성된,5,5
3895,결성한,2,2
3896,결성해,2,2
3897,결속,10,10
3898,결속력,13,13
3899,결승,3,3
3900,결정,12,12
3901,결정됐다,3,3
3902,결제,2,3
3903,결집,3,3
3904,결집력,6,6
3905,결합된,4,4
3906,결합한,5,5
3907,결혼,10,11
3908,결혼식,2,2
3909,결혼해줘,2,2
3910,결혼했어요,3,3
3911,겹경사,2,2
3912,겹쳐,2,2
3913,경기,46,49
3914,경기남부,3,3
3915,경기장,10,12
3916,경남,15,16
3917,경도,3,3
3918,경력,10,11
3919,경북,12,12
3920,경북대학교,3,3
3921,경상남,3,3
3922,경상북,3,3
3923,경신,15,15
3924,경연,8,9
3925,경우,3,3
3926,경쟁,14,14
3927,경쟁하,2,2
3928,경제,13,14
3929,경제적,7,7
3930,경제효,3,3
3931,경제효과,7,7
3932,경주,4,4
3933,경찰,8,8
3934,경찰수업,4,4
3935,경탁주,3,3
3936,경품,2,2
